Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Avversaria,Campo,Corner,Corner avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
3,3,2,0,NOVARA,away,5,9,0,0,0,1,12,21,2,1,31,1,1,1,0,10,17,7,8,3,0,0,0,GENOA,2011-12,4,12,2,8,2,4,0,0
3,3,2,1,PARMA,home,4,7,0,0,0,0,9,14,3,1,31,3,1,0,0,14,14,17,12,3,3,0,0,UDINESE,2011-12,11,14,5,10,6,4,0,0
3,3,1,2,UDINESE,away,7,4,0,0,0,0,14,9,1,3,31,1,3,0,0,14,14,12,17,3,3,0,0,PARMA,2011-12,14,11,10,5,4,6,0,0
0,1,0,2,JUVENTUS,home,0,8,0,0,0,0,5,13,3,6,31,0,2,0,0,19,30,25,11,7,1,0,0,PALERMO,2011-12,3,18,2,9,1,9,0,0
1,0,2,0,PALERMO,away,8,0,0,0,0,0,13,5,6,3,31,2,0,0,0,30,19,11,25,1,7,0,0,JUVENTUS,2011-12,18,3,9,2,9,1,0,0
2,3,2,2,NAPOLI,home,4,1,0,0,0,0,16,15,2,1,31,3,1,0,0,8,10,5,5,1,2,1,0,LAZIO,2011-12,8,3,3,1,5,2,0,0
3,2,2,2,LAZIO,away,1,4,0,0,0,0,15,16,1,2,31,1,3,0,0,10,8,5,5,2,1,0,1,NAPOLI,2011-12,3,8,1,3,2,5,0,0
4,2,1,0,MILAN,home,7,2,0,0,0,0,13,18,5,2,32,0,1,0,0,1,12,10,5,0,2,0,0,CHIEVOVERONA,2011-12,12,4,10,3,2,1,0,0
2,4,0,1,CHIEVOVERONA,away,2,7,0,0,0,0,18,13,2,5,32,1,0,0,0,12,1,5,10,2,0,0,0,MILAN,2011-12,4,12,3,10,1,2,0,0
4,2,1,1,LECCE,home,8,2,0,0,1,0,15,9,2,3,32,1,2,2,2,22,24,14,14,1,6,0,1,CATANIA,2011-12,18,10,9,5,9,5,0,0
2,4,1,1,CATANIA,away,2,8,0,0,0,1,9,15,3,2,32,2,1,2,2,24,22,14,14,6,1,1,0,LECCE,2011-12,10,18,5,9,5,9,0,0
2,2,1,1,PALERMO,home,14,1,0,0,0,0,16,11,3,3,32,0,0,0,0,6,4,7,6,1,8,0,0,FIORENTINA,2011-12,14,9,6,8,8,1,0,0
2,2,1,1,FIORENTINA,away,1,14,0,0,0,0,11,16,3,3,32,0,0,0,0,4,6,6,7,8,1,0,0,PALERMO,2011-12,9,14,8,6,1,8,0,0
3,1,1,1,CESENA,home,9,3,0,0,0,0,17,22,6,1,32,1,1,0,0,24,26,18,21,4,3,0,0,GENOA,2011-12,10,12,6,7,4,5,0,0
1,3,1,1,GENOA,away,3,9,0,0,0,0,22,17,1,6,32,1,1,0,0,26,24,21,18,3,4,0,0,CESENA,2011-12,12,10,7,6,5,4,0,0
1,3,3,1,SIENA,home,9,4,0,0,0,1,19,8,1,2,32,2,1,0,0,4,3,3,5,3,4,1,0,INTER,2011-12,12,7,6,3,6,4,0,0
3,1,1,3,INTER,away,4,9,0,0,1,0,8,19,2,1,32,1,2,0,0,3,4,5,3,4,3,0,1,SIENA,2011-12,7,12,3,6,4,6,0,0
3,4,5,1,LAZIO,home,12,2,0,1,0,0,16,16,1,0,32,2,1,0,0,9,12,8,5,3,10,0,0,JUVENTUS,2011-12,20,5,8,1,12,4,0,0
4,3,1,5,JUVENTUS,away,2,12,1,0,0,0,16,16,0,1,32,1,2,0,0,12,9,5,8,10,3,0,0,LAZIO,2011-12,5,20,1,8,4,12,0,0
2,5,1,2,ATALANTA,home,5,6,0,0,1,0,16,14,0,1,32,1,3,0,1,21,7,6,8,4,3,0,0,NAPOLI,2011-12,9,14,5,6,4,8,0,0
5,2,2,1,NAPOLI,away,6,5,0,0,0,1,14,16,1,0,32,3,1,1,0,7,21,8,6,3,4,0,0,ATALANTA,2011-12,14,9,6,5,8,4,0,0
3,1,4,1,NOVARA,home,9,8,0,0,0,0,13,18,1,3,32,2,0,1,0,14,15,10,6,3,5,0,1,PARMA,2011-12,15,8,7,4,8,4,0,0
1,3,1,4,PARMA,away,8,9,0,0,0,0,18,13,3,1,32,0,2,0,1,15,14,6,10,5,3,1,0,NOVARA,2011-12,8,15,4,7,4,8,0,0
2,1,6,2,UDINESE,home,11,4,0,0,0,0,10,7,5,3,32,3,1,1,0,13,6,7,7,1,5,0,0,ROMA,2011-12,14,3,5,1,9,2,0,0
1,2,2,6,ROMA,away,4,11,0,0,0,0,7,10,3,5,32,1,3,0,1,6,13,7,7,5,1,0,0,UDINESE,2011-12,3,14,1,5,2,9,0,0
3,5,0,2,CAGLIARI,home,4,13,0,0,0,0,14,11,5,4,32,1,0,0,1,5,2,3,2,2,4,0,0,BOLOGNA,2011-12,10,9,5,6,5,3,0,0
5,3,2,0,BOLOGNA,away,13,4,0,0,0,0,11,14,4,5,32,0,1,1,0,2,5,2,3,4,2,0,0,CAGLIARI,2011-12,9,10,6,5,3,5,0,0
2,2,1,0,CHIEVOVERONA,home,8,4,0,0,0,0,16,14,3,5,33,1,0,0,0,21,24,22,18,2,2,0,0,ATALANTA,2011-12,9,7,6,5,3,2,0,0
2,2,0,1,ATALANTA,away,4,8,0,0,0,0,14,16,5,3,33,0,1,0,0,24,21,18,22,2,2,0,0,CHIEVOVERONA,2011-12,7,9,5,6,2,3,0,0
1,1,0,1,CATANIA,home,8,2,0,0,0,0,17,16,1,2,33,3,0,2,1,13,14,13,10,5,2,0,0,CAGLIARI,2011-12,21,12,14,6,7,6,0,0
1,1,1,0,CAGLIARI,away,2,8,0,0,0,0,16,17,2,1,33,0,3,1,2,14,13,10,13,2,5,0,0,CATANIA,2011-12,12,21,6,14,6,7,0,0
3,4,1,0,LAZIO,home,2,5,0,0,0,0,21,16,3,4,33,2,1,0,0,21,17,9,9,5,5,0,0,NOVARA,2011-12,9,13,3,7,6,6,0,0
4,3,0,1,NOVARA,away,5,2,0,0,0,0,16,21,4,3,33,1,2,0,0,17,21,9,9,5,5,0,0,LAZIO,2011-12,13,9,7,3,6,6,0,0
3,3,1,2,NAPOLI,home,1,2,0,0,0,0,19,17,2,3,33,0,2,0,0,33,17,11,24,2,2,0,0,LECCE,2011-12,3,8,1,4,2,4,0,0
3,3,2,1,LECCE,away,2,1,0,0,0,0,17,19,3,2,33,2,0,0,0,17,33,24,11,2,2,0,0,NAPOLI,2011-12,8,3,4,1,4,2,0,0
3,1,2,2,PARMA,home,3,4,0,0,0,0,18,18,2,8,33,1,2,2,0,27,21,18,14,3,5,0,0,PALERMO,2011-12,11,10,3,5,8,5,0,0
1,3,2,2,PALERMO,away,4,3,0,0,0,0,18,18,8,2,33,2,1,0,2,21,27,14,18,5,3,0,0,PARMA,2011-12,10,11,5,3,5,8,0,0
3,0,1,2,BOLOGNA,home,7,2,0,0,0,0,7,17,3,1,33,1,1,0,0,4,5,6,3,1,2,0,0,SIENA,2011-12,8,3,5,1,3,2,0,0
0,3,2,1,SIENA,away,2,7,0,0,0,0,17,7,1,3,33,1,1,0,0,5,4,3,6,2,1,0,0,BOLOGNA,2011-12,3,8,1,5,2,3,0,0
3,4,0,2,FIORENTINA,home,6,3,0,0,1,0,8,16,4,3,33,1,2,0,0,11,6,6,11,5,3,0,0,ROMA,2011-12,10,13,6,6,4,7,0,0
4,3,2,0,ROMA,away,3,6,0,0,0,1,16,8,3,4,33,2,1,0,0,6,11,11,6,3,5,0,0,FIORENTINA,2011-12,13,10,6,6,7,4,0,0
2,1,1,0,INTER,home,5,4,0,0,0,0,14,11,1,1,33,1,3,0,0,16,9,10,13,2,6,0,0,UDINESE,2011-12,16,11,9,6,7,5,0,0
1,2,0,1,UDINESE,away,4,5,0,0,0,0,11,14,1,1,33,3,1,0,0,9,16,13,10,6,2,0,0,INTER,2011-12,11,16,6,9,5,7,0,0
4,3,0,1,JUVENTUS,home,3,15,0,0,0,0,14,9,1,3,33,0,1,0,1,7,16,10,7,4,0,0,1,CESENA,2011-12,3,17,3,10,0,7,0,0
3,4,1,0,CESENA,away,15,3,0,0,0,0,9,14,3,1,33,1,0,1,0,16,7,7,10,0,4,1,0,JUVENTUS,2011-12,17,3,10,3,7,0,0,0
3,1,2,0,GENOA,home,9,1,0,1,0,0,10,12,3,1,33,1,0,0,0,9,7,8,5,1,1,0,0,MILAN,2011-12,6,2,4,1,2,1,0,0
1,3,0,2,MILAN,away,1,9,1,0,0,0,12,10,1,3,33,0,1,0,0,7,9,5,8,1,1,0,0,GENOA,2011-12,2,6,1,4,1,2,0,0
0,1,2,1,UDINESE,home,6,2,0,0,0,0,16,17,1,4,34,0,0,1,0,6,6,13,13,2,2,1,0,CHIEVOVERONA,2011-12,11,6,7,4,4,2,0,0
1,0,1,2,CHIEVOVERONA,away,2,6,0,0,0,0,17,16,4,1,34,0,0,0,1,6,6,13,13,2,2,0,1,UDINESE,2011-12,6,11,4,7,2,4,0,0
3,2,1,0,CAGLIARI,home,1,8,0,0,0,0,15,13,5,3,34,3,0,0,0,7,4,7,5,3,2,2,0,PARMA,2011-12,8,9,3,6,5,3,0,0
2,3,0,1,PARMA,away,8,1,0,0,0,0,13,15,3,5,34,0,3,0,0,4,7,5,7,2,3,0,2,CAGLIARI,2011-12,9,8,6,3,3,5,0,0
3,2,3,0,ATALANTA,home,6,4,0,0,0,0,14,19,1,2,34,2,0,1,0,27,21,14,17,1,2,0,0,CATANIA,2011-12,10,6,5,5,5,1,0,0
2,3,0,3,CATANIA,away,4,6,0,0,0,0,19,14,2,1,34,0,2,0,1,21,27,17,14,2,1,0,0,ATALANTA,2011-12,6,10,5,5,1,5,0,0
1,1,2,0,NOVARA,home,7,5,0,0,0,0,11,12,1,2,34,2,0,0,0,11,7,6,8,1,6,0,0,NAPOLI,2011-12,17,4,9,3,8,1,0,0
1,1,0,2,NAPOLI,away,5,7,0,0,0,0,12,11,2,1,34,0,2,0,0,7,11,8,6,6,1,0,0,NOVARA,2011-12,4,17,3,9,1,8,0,0
4,4,2,0,INTER,home,4,5,0,0,0,0,10,11,3,4,34,0,0,0,0,6,4,3,5,3,0,1,0,FIORENTINA,2011-12,9,8,8,5,1,3,0,0
4,4,0,2,FIORENTINA,away,5,4,0,0,0,0,11,10,4,3,34,0,0,0,0,4,6,5,3,0,3,0,1,INTER,2011-12,8,9,5,8,3,1,0,0
4,1,2,3,PALERMO,home,4,4,0,0,0,0,15,14,1,2,34,2,2,0,1,19,7,5,12,4,1,0,0,CESENA,2011-12,7,14,5,8,2,6,0,0
1,4,3,2,CESENA,away,4,4,0,0,0,0,14,15,2,1,34,2,2,1,0,7,19,12,5,1,4,0,0,PALERMO,2011-12,14,7,8,5,6,2,0,0
3,2,0,2,SIENA,home,5,0,0,0,0,0,11,8,1,1,34,1,4,0,0,9,8,4,8,3,2,0,0,GENOA,2011-12,8,9,5,2,3,7,0,0
2,3,2,0,GENOA,away,0,5,0,0,0,0,8,11,1,1,34,4,1,0,0,8,9,8,4,2,3,0,0,SIENA,2011-12,9,8,2,5,7,3,0,0
2,2,3,1,LECCE,home,7,4,0,0,0,0,14,16,2,0,34,1,1,1,1,11,14,11,12,3,5,0,0,LAZIO,2011-12,10,8,3,3,7,5,0,0
2,2,1,3,LAZIO,away,4,7,0,0,0,0,16,14,0,2,34,1,1,1,1,14,11,12,11,5,3,0,0,LECCE,2011-12,8,10,3,3,5,7,0,0
1,2,4,1,BOLOGNA,home,10,1,1,0,0,0,9,16,4,3,34,1,1,0,0,12,7,6,5,5,6,0,0,MILAN,2011-12,16,11,9,5,7,6,0,0
2,1,1,4,MILAN,away,1,10,0,1,0,0,16,9,3,4,34,1,1,0,0,7,12,5,6,6,5,0,0,BOLOGNA,2011-12,11,16,5,9,6,7,0,0
1,1,2,0,ROMA,home,3,4,0,0,0,1,9,12,4,1,34,4,0,0,0,12,16,18,8,1,4,1,0,JUVENTUS,2011-12,16,4,7,3,9,1,0,0
1,1,0,2,JUVENTUS,away,4,3,0,0,1,0,12,9,1,4,34,0,4,0,0,16,12,8,18,4,1,0,1,ROMA,2011-12,4,16,3,7,1,9,0,0
0,2,1,1,CHIEVOVERONA,home,7,4,0,0,0,0,17,18,2,8,35,0,0,0,0,13,14,16,15,2,4,0,0,CAGLIARI,2011-12,12,8,8,6,4,2,0,0
2,0,1,1,CAGLIARI,away,4,7,0,0,0,0,18,17,8,2,35,0,0,0,0,14,13,15,16,4,2,0,0,CHIEVOVERONA,2011-12,8,12,6,8,2,4,0,0
2,3,1,2,CATANIA,home,4,6,0,0,0,0,11,16,2,3,35,1,1,0,0,23,25,19,12,5,3,0,0,PALERMO,2011-12,10,11,6,5,4,6,0,0
3,2,2,1,PALERMO,away,6,4,0,0,0,0,16,11,3,2,35,1,1,0,0,25,23,12,19,3,5,0,0,CATANIA,2011-12,11,10,5,6,6,4,0,0
6,1,4,1,NAPOLI,home,7,8,0,0,0,0,18,14,0,4,35,2,2,0,0,15,7,5,7,5,4,0,0,ROMA,2011-12,12,9,6,2,6,7,0,0
1,6,1,4,ROMA,away,8,7,0,0,0,0,14,18,4,0,35,2,2,0,0,7,15,7,5,4,5,0,0,NAPOLI,2011-12,9,12,2,6,7,6,0,0
1,4,3,2,GENOA,home,3,11,0,0,0,0,22,8,4,5,35,3,2,0,1,21,20,11,10,4,1,0,0,BOLOGNA,2011-12,5,12,1,5,4,7,0,0
4,1,2,3,BOLOGNA,away,11,3,0,0,0,0,8,22,5,4,35,2,3,1,0,20,21,10,11,1,4,0,0,GENOA,2011-12,12,5,5,1,7,4,0,0
4,2,2,0,FIORENTINA,home,3,2,0,0,0,0,13,9,4,0,35,2,0,0,0,5,7,8,4,3,5,0,1,ATALANTA,2011-12,9,9,2,5,7,4,0,0
2,4,0,2,ATALANTA,away,2,3,0,0,0,0,9,13,0,4,35,0,2,0,0,7,5,4,8,5,3,1,0,FIORENTINA,2011-12,9,9,5,2,4,7,0,0
0,2,3,1,CESENA,home,10,2,0,0,0,0,11,9,6,5,35,2,1,0,1,20,21,21,17,2,8,0,0,INTER,2011-12,23,9,13,5,10,4,0,0
2,0,1,3,INTER,away,2,10,0,0,0,0,9,11,5,6,35,1,2,1,0,21,20,17,21,8,2,0,0,CESENA,2011-12,9,23,5,13,4,10,0,0
1,2,1,3,PARMA,home,6,7,1,0,0,0,21,10,5,3,35,1,2,1,0,34,20,9,21,0,3,0,0,LECCE,2011-12,12,10,7,8,5,2,0,0
2,1,3,1,LECCE,away,7,6,0,1,0,0,10,21,3,5,35,2,1,0,1,20,34,21,9,3,0,0,0,PARMA,2011-12,10,12,8,7,2,5,0,0
1,0,0,5,JUVENTUS,home,3,5,0,0,0,0,10,17,2,2,35,0,4,0,1,21,17,13,18,7,2,0,0,NOVARA,2011-12,8,21,6,9,2,12,0,0
0,1,5,0,NOVARA,away,5,3,0,0,0,0,17,10,2,2,35,4,0,1,0,17,21,18,13,2,7,0,0,JUVENTUS,2011-12,21,8,9,6,12,2,0,0
2,2,1,2,MILAN,home,2,6,0,0,0,0,7,8,4,2,35,1,4,0,0,0,3,6,3,1,3,0,0,SIENA,2011-12,7,6,3,1,4,5,0,0
2,2,2,1,SIENA,away,6,2,0,0,0,0,8,7,2,4,35,4,1,0,0,3,0,3,6,3,1,0,0,MILAN,2011-12,6,7,1,3,5,4,0,0
5,3,0,0,LAZIO,home,4,3,0,0,0,1,23,15,2,0,35,2,0,0,0,14,13,12,13,2,7,0,0,UDINESE,2011-12,14,5,5,3,9,2,0,0
3,5,0,0,UDINESE,away,3,4,0,0,1,0,15,23,0,2,35,0,2,0,0,13,14,13,12,7,2,0,0,LAZIO,2011-12,5,14,3,5,2,9,0,0
4,3,0,0,ROMA,home,2,4,0,0,0,0,6,12,8,2,36,0,0,0,0,9,7,7,4,4,3,0,0,CHIEVOVERONA,2011-12,6,10,3,6,3,4,0,0
3,4,0,0,CHIEVOVERONA,away,4,2,0,0,0,0,12,6,2,8,36,0,0,0,0,7,9,4,7,3,4,0,0,ROMA,2011-12,10,6,6,3,4,3,0,0
2,1,2,0,PALERMO,home,3,5,0,0,0,0,15,14,1,1,36,2,0,1,0,13,8,10,4,5,1,1,0,NAPOLI,2011-12,9,9,5,4,4,5,0,0
1,2,0,2,NAPOLI,away,5,3,0,0,0,0,14,15,1,1,36,0,2,0,1,8,13,4,10,1,5,0,1,PALERMO,2011-12,9,9,4,5,5,4,0,0
1,3,0,0,BOLOGNA,home,6,4,0,0,0,0,16,16,3,4,36,0,1,0,0,24,22,14,17,4,5,0,0,CATANIA,2011-12,12,11,7,6,5,5,0,0
3,1,0,0,CATANIA,away,4,6,0,0,0,0,16,16,4,3,36,1,0,0,0,22,24,17,14,5,4,0,0,BOLOGNA,2011-12,11,12,6,7,5,5,0,0
2,1,0,0,UDINESE,home,0,4,0,0,0,0,9,19,1,5,36,0,1,0,1,18,15,11,7,2,1,1,0,CESENA,2011-12,6,9,5,5,1,4,0,0
1,2,0,0,CESENA,away,4,0,0,0,0,0,19,9,5,1,36,1,0,1,0,15,18,7,11,1,2,0,1,UDINESE,2011-12,9,6,5,5,4,1,0,0
3,4,1,0,NOVARA,home,8,2,0,0,0,0,15,18,3,3,36,2,2,0,0,8,4,3,5,0,4,1,1,FIORENTINA,2011-12,14,7,8,5,6,2,0,0
4,3,0,1,FIORENTINA,away,2,8,0,0,0,0,18,15,3,3,36,2,2,0,0,4,8,5,3,4,0,1,1,NOVARA,2011-12,7,14,5,8,2,6,0,0
1,1,1,1,CAGLIARI,home,7,4,0,0,0,0,13,12,5,1,36,2,1,0,1,3,6,5,1,4,1,0,0,GENOA,2011-12,6,9,3,3,3,6,0,0
1,1,1,1,GENOA,away,4,7,0,0,0,0,12,13,1,5,36,1,2,1,0,6,3,1,5,1,4,0,0,CAGLIARI,2011-12,9,6,3,3,6,3,0,0
1,4,3,0,LECCE,home,6,2,0,1,0,0,10,15,2,1,36,1,1,0,0,14,14,10,7,0,6,0,0,JUVENTUS,2011-12,11,1,4,0,7,1,0,0
4,1,0,3,JUVENTUS,away,2,6,1,0,0,0,15,10,1,2,36,1,1,0,0,14,14,7,10,6,0,0,0,LECCE,2011-12,1,11,0,4,1,7,0,0
2,2,2,1,SIENA,home,10,3,0,0,0,0,12,10,2,2,36,1,1,1,0,9,7,11,7,1,5,1,0,LAZIO,2011-12,18,5,11,3,7,2,0,0
2,2,1,2,LAZIO,away,3,10,0,0,0,0,10,12,2,2,36,1,1,0,1,7,9,7,11,5,1,0,1,SIENA,2011-12,5,18,3,11,2,7,0,0
0,0,1,0,ATALANTA,home,4,2,0,0,0,0,5,11,2,6,36,2,0,1,0,21,17,23,16,1,7,0,0,MILAN,2011-12,16,4,6,3,10,1,0,0
0,0,0,1,MILAN,away,2,4,0,0,0,0,11,5,6,2,36,0,2,0,1,17,21,16,23,7,1,0,0,ATALANTA,2011-12,4,16,3,6,1,10,0,0
3,2,3,3,INTER,home,6,7,0,0,0,0,8,7,2,4,36,3,1,0,0,5,4,4,3,3,2,0,0,PARMA,2011-12,16,7,11,3,5,4,0,0
2,3,3,3,PARMA,away,7,6,0,0,0,0,7,8,4,2,36,1,3,0,0,4,5,3,4,2,3,0,0,INTER,2011-12,7,16,3,11,4,5,0,0
4,4,0,0,FIORENTINA,home,8,4,0,0,0,0,10,15,0,5,37,0,1,1,1,10,7,5,4,1,3,0,0,LECCE,2011-12,12,5,8,2,4,3,0,0
4,4,0,0,LECCE,away,4,8,0,0,0,0,15,10,5,0,37,1,0,1,1,7,10,4,5,3,1,0,0,FIORENTINA,2011-12,5,12,2,8,3,4,0,0
4,2,1,2,CATANIA,home,11,4,0,0,0,0,10,16,1,1,37,2,2,0,0,7,3,7,10,4,6,1,1,ROMA,2011-12,15,8,7,2,8,6,0,0
2,4,2,1,ROMA,away,4,11,0,0,0,0,16,10,1,1,37,2,2,0,0,3,7,10,7,6,4,1,1,CATANIA,2011-12,8,15,2,7,6,8,0,0
2,0,0,0,PARMA,home,3,8,0,0,0,0,7,12,6,3,37,0,2,0,0,9,14,10,6,0,0,0,0,SIENA,2011-12,2,6,2,4,0,2,0,0
0,2,0,0,SIENA,away,8,3,0,0,0,0,12,7,3,6,37,2,0,0,0,14,9,6,10,0,0,0,0,PARMA,2011-12,6,2,4,2,2,0,0,0
3,2,0,0,LAZIO,home,6,4,0,0,1,0,18,11,0,1,37,0,2,0,1,13,13,13,16,4,3,0,0,ATALANTA,2011-12,8,8,5,2,3,6,0,0
2,3,0,0,ATALANTA,away,4,6,0,0,0,1,11,18,1,0,37,2,0,1,0,13,13,16,13,3,4,0,0,LAZIO,2011-12,8,8,2,5,6,3,0,0
3,6,2,4,NAPOLI,home,3,5,0,0,1,1,14,18,3,3,37,2,0,1,1,14,12,7,10,5,2,0,0,BOLOGNA,2011-12,9,16,3,9,6,7,0,0
6,3,4,2,BOLOGNA,away,5,3,0,0,1,1,18,14,3,3,37,0,2,1,1,12,14,10,7,2,5,0,0,NAPOLI,2011-12,16,9,9,3,7,6,0,0
2,2,2,0,CESENA,home,2,3,0,0,0,0,20,11,2,3,37,3,0,3,0,10,9,6,4,3,3,2,0,NOVARA,2011-12,15,12,6,9,9,3,0,0
2,2,0,2,NOVARA,away,3,2,0,0,0,0,11,20,3,2,37,0,3,0,3,9,10,4,6,3,3,0,2,CESENA,2011-12,12,15,9,6,3,9,0,0
4,1,2,0,CHIEVOVERONA,home,7,4,0,0,0,0,16,15,2,3,37,4,4,1,0,13,13,20,7,2,5,1,1,PALERMO,2011-12,17,13,7,7,10,6,0,0
1,4,0,2,PALERMO,away,4,7,0,0,0,0,15,16,3,2,37,4,4,0,1,13,13,7,20,5,2,1,1,CHIEVOVERONA,2011-12,13,17,7,7,6,10,0,0
2,0,2,0,GENOA,home,9,1,0,1,0,1,7,10,2,0,37,2,0,0,0,14,15,13,13,2,6,0,0,UDINESE,2011-12,22,4,14,2,8,2,0,0
0,2,0,2,UDINESE,away,1,9,1,0,1,0,10,7,0,2,37,0,2,0,0,15,14,13,13,6,2,0,0,GENOA,2011-12,4,22,2,14,2,8,0,0
3,3,0,2,JUVENTUS,home,2,6,0,0,0,0,13,17,3,4,37,0,2,0,1,6,8,4,6,6,0,0,0,CAGLIARI,2011-12,3,12,3,4,0,8,0,0
3,3,2,0,CAGLIARI,away,6,2,0,0,0,0,17,13,4,3,37,2,0,1,0,8,6,6,4,0,6,0,0,JUVENTUS,2011-12,12,3,4,3,8,0,0,0
4,3,0,1,MILAN,home,10,4,0,0,0,0,16,10,2,3,37,4,2,0,0,8,14,7,3,4,5,2,1,INTER,2011-12,15,14,5,8,10,6,0,0
3,4,1,0,INTER,away,4,10,0,0,0,0,10,16,3,2,37,2,4,0,0,14,8,3,7,5,4,1,2,MILAN,2011-12,14,15,8,5,6,10,0,0
1,2,1,1,CAGLIARI,home,2,12,,,0,0,9,14,6,0,38,0,0,0,0,6,2,2,5,6,0,0,0,FIORENTINA,2011-12,3,12,3,6,0,6,0,0
2,1,1,1,FIORENTINA,away,12,2,,,0,0,14,9,0,6,38,0,0,0,0,2,6,5,2,0,6,0,0,CAGLIARI,2011-12,12,3,6,3,6,0,0,0
0,0,3,0,ATALANTA,home,4,4,,,0,0,6,11,5,1,38,3,1,0,1,14,15,14,16,1,4,1,0,JUVENTUS,2011-12,10,6,3,4,7,2,0,0
0,0,0,3,JUVENTUS,away,4,4,,,0,0,11,6,1,5,38,1,3,1,0,15,14,16,14,4,1,0,1,ATALANTA,2011-12,6,10,4,3,2,7,0,0
1,0,6,0,NOVARA,home,11,4,,,0,0,9,14,2,4,38,2,1,1,0,11,6,10,8,3,2,0,0,MILAN,2011-12,15,11,10,7,5,4,0,0
0,1,0,6,MILAN,away,4,11,,,0,0,14,9,4,2,38,1,2,0,1,6,11,8,10,2,3,0,0,NOVARA,2011-12,11,15,7,10,4,5,0,0
1,0,2,7,ROMA,home,4,12,,,0,0,6,10,0,3,38,2,3,0,0,15,14,11,8,5,4,0,0,CESENA,2011-12,11,18,6,10,5,8,0,0
0,1,7,2,CESENA,away,12,4,,,0,0,10,6,3,0,38,3,2,0,0,14,15,8,11,4,5,0,0,ROMA,2011-12,18,11,10,6,8,5,0,0
2,2,1,0,BOLOGNA,home,10,6,,,0,0,14,13,2,8,38,1,0,0,0,17,13,6,7,1,6,0,0,PARMA,2011-12,12,6,5,5,7,1,0,0
2,2,0,1,PARMA,away,6,10,,,0,0,13,14,8,2,38,0,1,0,0,13,17,7,6,6,1,0,0,BOLOGNA,2011-12,6,12,5,5,1,7,0,0
0,5,1,0,UDINESE,home,4,4,,,0,0,21,13,0,3,38,0,2,0,1,19,23,14,12,4,3,1,0,CATANIA,2011-12,9,13,6,6,3,7,0,0
5,0,0,1,CATANIA,away,4,4,,,0,0,13,21,3,0,38,2,0,1,0,23,19,12,14,3,4,0,1,UDINESE,2011-12,13,9,6,6,7,3,0,0
2,3,0,0,LECCE,home,2,6,,,0,1,15,17,1,1,38,1,0,1,0,17,22,15,14,5,4,0,0,CHIEVOVERONA,2011-12,13,8,7,3,6,5,0,0
3,2,0,0,CHIEVOVERONA,away,6,2,,,1,0,17,15,1,1,38,0,1,0,1,22,17,14,15,4,5,0,0,LECCE,2011-12,8,13,3,7,5,6,0,0
1,2,1,0,PALERMO,home,6,1,,,0,0,8,6,1,0,38,2,0,0,0,11,17,7,5,5,0,0,0,GENOA,2011-12,6,10,4,5,2,5,0,0
2,1,0,1,GENOA,away,1,6,,,0,0,6,8,0,1,38,0,2,0,0,17,11,5,7,0,5,0,0,PALERMO,2011-12,10,6,5,4,5,2,0,0
3,0,1,0,INTER,home,4,10,,,0,0,15,13,1,1,38,3,1,0,1,9,12,10,13,3,3,0,1,LAZIO,2011-12,6,8,0,3,6,5,0,0
0,3,0,1,LAZIO,away,10,4,,,0,0,13,15,1,1,38,1,3,1,0,12,9,13,10,3,3,1,0,INTER,2011-12,8,6,3,0,5,6,0,0
4,4,2,0,SIENA,home,9,5,,,0,0,16,6,0,1,38,2,1,0,0,9,5,8,3,4,4,0,0,NAPOLI,2011-12,13,9,7,4,6,5,0,0
4,4,0,2,NAPOLI,away,5,9,,,0,0,6,16,1,0,38,1,2,0,0,5,9,3,8,4,4,0,0,SIENA,2011-12,9,13,4,7,5,6,0,0
