Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Possesso palla,Possesso palla avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri fuori su azione da palla inattiva,Tiri fuori su azione da palla inattiva avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario,Tiri in porta su azione da palla inattiva,Tiri in porta su azione da palla inattiva avversario
2,1,1,3,2,9,5,4,7,6,SASSUOLO,away,2,2,9,4,4,9,0,1,0,0,13,13,3,4,28,0,2,16,25,7,8,0,0,33,28,24,26,3,6,48%,52%,0,0,MILAN,2015-16,10,10,4,5,0,0,0,0,6,5,4,4,0,0,1,0
1,1,3,3,7,5,14,5,13,7,PALERMO,home,0,0,8,5,6,4,0,0,0,0,12,12,2,2,28,3,1,12,16,11,7,0,0,54,42,31,21,4,4,63%,37%,0,0,INTER,2015-16,14,9,7,4,0,0,0,0,7,5,3,2,1,0,1,0
1,1,3,3,5,7,5,14,7,13,INTER,away,0,0,5,8,4,6,0,0,0,0,12,12,2,2,28,1,3,16,12,7,11,0,0,42,54,21,31,4,4,37%,63%,0,0,PALERMO,2015-16,9,14,4,7,0,0,0,0,5,7,2,3,0,1,0,1
0,3,7,3,14,6,8,5,18,15,SASSUOLO,home,0,1,7,2,7,3,0,0,0,0,14,11,0,1,29,1,0,24,21,8,4,0,0,29,44,23,20,2,7,55%,45%,0,0,JUVENTUS,2015-16,10,5,2,3,0,0,0,0,8,2,4,0,0,0,0,0
3,0,3,7,6,14,5,8,15,18,JUVENTUS,away,1,0,2,7,3,7,0,0,0,0,11,14,1,0,29,0,1,21,24,4,8,0,0,44,29,20,23,7,2,45%,55%,0,0,SASSUOLO,2015-16,5,10,3,2,0,0,0,0,2,8,0,4,0,0,0,0
2,3,4,4,2,2,5,1,14,6,SAMPDORIA,home,1,1,7,2,4,2,0,0,0,0,14,15,4,4,29,1,1,6,21,7,8,1,0,40,32,16,22,5,5,50%,50%,0,0,EMPOLI,2015-16,9,12,2,6,0,0,0,1,7,6,4,3,0,1,1,0
3,2,4,4,2,2,1,5,6,14,EMPOLI,away,1,1,2,7,2,4,0,0,0,0,15,14,4,4,29,1,1,21,6,8,7,0,1,32,40,22,16,5,5,50%,50%,0,0,SAMPDORIA,2015-16,12,9,6,2,0,0,1,0,6,7,3,4,1,0,0,1
2,0,3,2,9,4,14,5,7,5,BOLOGNA,home,0,1,13,3,15,5,0,0,0,0,12,14,1,3,29,2,1,10,21,12,3,0,0,39,42,29,16,0,2,55%,45%,0,0,INTER,2015-16,14,2,10,1,0,0,1,0,4,1,4,1,0,0,2,0
0,2,2,3,4,9,5,14,5,7,INTER,away,1,0,3,13,5,15,0,0,0,0,14,12,3,1,29,1,2,21,10,3,12,0,0,42,39,16,29,2,0,45%,55%,0,0,BOLOGNA,2015-16,2,14,1,10,0,0,0,1,1,4,1,4,0,0,0,2
4,3,2,1,2,6,5,6,13,11,MILAN,home,0,0,7,3,3,9,0,0,0,0,13,17,4,0,29,0,0,22,18,4,4,0,2,27,29,23,16,2,6,43%,57%,0,0,CHIEVOVERONA,2015-16,13,8,7,5,0,0,1,1,6,3,3,2,0,0,0,0
3,4,1,2,6,2,6,5,11,13,CHIEVOVERONA,away,0,0,3,7,9,3,0,0,0,0,17,13,0,4,29,0,0,18,22,4,4,2,0,29,27,16,23,6,2,57%,43%,0,0,MILAN,2015-16,8,13,5,7,0,0,1,1,3,6,2,3,0,0,0,0
3,3,2,0,7,6,4,3,14,15,FROSINONE,home,1,0,3,5,6,8,0,0,0,0,11,12,1,1,29,2,1,22,41,10,11,1,0,38,42,36,26,5,1,45%,55%,1,0,CARPI,2015-16,10,11,6,5,0,0,6,5,4,6,2,5,1,0,2,5
3,3,0,2,6,7,3,4,15,14,CARPI,away,0,1,5,3,8,6,0,0,0,0,12,11,1,1,29,1,2,41,22,11,10,0,1,42,38,26,36,1,5,55%,45%,0,1,FROSINONE,2015-16,11,10,5,6,0,0,5,6,6,4,5,2,0,1,5,2
2,1,3,0,8,4,7,3,4,7,HELLAS VERONA,home,3,3,9,3,7,4,0,0,0,0,14,9,1,2,29,1,1,19,20,5,4,0,0,38,33,23,32,3,5,55%,45%,0,0,FIORENTINA,2015-16,9,9,3,5,0,1,0,0,6,4,4,2,1,1,0,1
1,2,0,3,4,8,3,7,7,4,FIORENTINA,away,3,3,3,9,4,7,0,0,0,0,9,14,2,1,29,1,1,20,19,4,5,0,0,33,38,32,23,5,3,45%,55%,0,0,HELLAS VERONA,2015-16,9,9,5,3,1,0,0,0,4,6,2,4,1,1,1,0
1,5,4,3,5,2,4,4,12,4,TORINO,home,5,2,8,3,3,3,0,0,0,0,19,10,2,2,29,3,2,13,12,13,5,0,0,28,29,24,24,3,6,52%,48%,2,0,GENOA,2015-16,14,7,5,2,0,0,0,0,9,5,4,3,3,0,1,0
5,1,3,4,2,5,4,4,4,12,GENOA,away,2,5,3,8,3,3,0,0,0,0,10,19,2,2,29,2,3,12,13,5,13,0,0,29,28,24,24,6,3,48%,52%,0,2,TORINO,2015-16,7,14,2,5,0,0,0,0,5,9,3,4,0,3,0,1
2,3,2,6,9,11,11,3,8,17,ROMA,home,0,0,3,6,7,4,0,0,0,0,14,14,1,2,29,1,2,19,9,7,11,1,0,44,52,29,17,6,2,43%,57%,0,0,UDINESE,2015-16,9,13,5,5,0,0,1,0,4,8,2,5,0,0,1,0
3,2,6,2,11,9,3,11,17,8,UDINESE,away,0,0,6,3,4,7,0,0,0,0,14,14,2,1,29,2,1,9,19,11,7,0,1,52,44,17,29,2,6,57%,43%,0,0,ROMA,2015-16,13,9,5,5,0,0,0,1,8,4,5,2,0,0,0,1
2,4,2,2,3,7,6,12,7,3,ATALANTA,home,2,0,4,8,7,15,0,0,0,0,24,13,1,2,29,2,0,24,25,4,5,0,1,26,25,19,20,1,1,50%,50%,0,0,LAZIO,2015-16,5,5,2,3,0,0,0,0,3,2,3,1,0,0,0,0
4,2,2,2,7,3,12,6,3,7,LAZIO,away,0,2,8,4,15,7,0,0,0,0,13,24,2,1,29,0,2,25,24,5,4,1,0,25,26,20,19,1,1,50%,50%,0,0,ATALANTA,2015-16,5,5,3,2,0,0,0,0,2,3,1,3,0,0,0,0
2,2,0,4,7,19,7,22,4,20,NAPOLI,home,0,0,4,9,5,6,0,0,0,0,6,12,3,7,29,0,1,32,7,2,9,0,0,35,27,20,26,6,2,34%,66%,0,1,PALERMO,2015-16,2,13,0,6,0,0,0,0,2,7,1,6,0,1,0,0
2,2,4,0,19,7,22,7,20,4,PALERMO,away,0,0,9,4,6,5,0,0,0,0,12,6,7,3,29,1,0,7,32,9,2,0,0,27,35,26,20,2,6,66%,34%,1,0,NAPOLI,2015-16,13,2,6,0,0,0,0,0,7,2,6,1,1,0,0,0
1,2,1,1,6,3,5,5,5,7,PALERMO,home,2,1,8,6,8,6,0,0,0,0,16,15,4,5,30,0,0,13,31,4,6,0,0,32,23,21,25,2,3,51%,49%,0,0,EMPOLI,2015-16,9,9,6,7,0,2,0,0,3,2,1,2,0,0,0,0
2,1,1,1,3,6,5,5,7,5,EMPOLI,away,1,2,6,8,6,8,0,0,0,0,15,16,5,4,30,0,0,31,13,6,4,0,0,23,32,25,21,3,2,49%,51%,0,0,PALERMO,2015-16,9,9,7,6,2,0,0,0,2,3,2,1,0,0,0,0
2,2,3,2,9,1,4,7,10,6,INTER,home,0,0,8,2,9,5,0,0,0,0,11,12,3,1,30,1,1,8,18,11,5,0,0,45,52,25,28,1,5,60%,40%,0,0,ROMA,2015-16,12,4,6,2,1,0,0,0,6,2,4,1,0,0,0,0
2,2,2,3,1,9,7,4,6,10,ROMA,away,0,0,2,8,5,9,0,0,0,0,12,11,1,3,30,1,1,18,8,5,11,0,0,52,45,28,25,5,1,40%,60%,0,0,INTER,2015-16,4,12,2,6,0,1,0,0,2,6,1,4,0,0,0,0
1,2,3,0,9,4,10,7,5,5,BOLOGNA,home,0,0,6,9,8,5,0,1,0,1,14,15,0,4,30,2,0,14,11,5,3,0,0,20,22,15,16,3,6,45%,55%,1,0,ATALANTA,2015-16,11,7,4,4,0,0,0,0,7,3,7,3,1,0,0,1
2,1,0,3,4,9,7,10,5,5,ATALANTA,away,0,0,9,6,5,8,1,0,1,0,15,14,4,0,30,0,2,11,14,3,5,0,0,22,20,16,15,6,3,55%,45%,0,1,BOLOGNA,2015-16,7,11,4,4,0,0,0,0,3,7,3,7,0,1,1,0
4,4,0,3,2,11,8,7,6,9,FIORENTINA,home,1,1,4,4,8,13,0,0,0,0,10,23,5,1,30,0,0,28,18,7,10,1,2,24,32,22,20,6,5,31%,69%,0,0,FROSINONE,2015-16,9,17,3,9,0,1,0,0,6,8,1,6,0,0,0,0
4,4,3,0,11,2,7,8,9,6,FROSINONE,away,1,1,4,4,13,8,0,0,0,0,23,10,1,5,30,0,0,18,28,10,7,2,1,32,24,20,22,5,6,69%,31%,0,0,FIORENTINA,2015-16,17,9,9,3,1,0,0,0,8,6,6,1,0,0,0,0
1,3,1,3,7,3,13,2,10,10,CARPI,home,1,2,9,6,15,4,1,0,0,0,13,21,0,3,30,1,2,14,26,5,8,0,1,36,31,12,15,3,2,59%,41%,0,0,HELLAS VERONA,2015-16,6,7,3,1,0,0,0,0,3,6,3,3,0,0,0,0
3,1,3,1,3,7,2,13,10,10,HELLAS VERONA,away,2,1,6,9,4,15,0,1,0,0,21,13,3,0,30,2,1,26,14,8,5,1,0,31,36,15,12,2,3,41%,59%,0,0,CARPI,2015-16,7,6,1,3,0,0,0,0,6,3,3,3,0,0,0,0
4,3,1,1,3,2,5,2,13,6,CHIEVOVERONA,home,0,0,5,7,6,7,0,0,0,0,17,17,2,5,30,0,1,17,30,9,7,1,0,30,31,16,24,6,7,65%,35%,0,1,SAMPDORIA,2015-16,15,9,6,2,1,0,2,0,9,7,7,6,0,1,1,1
3,4,1,1,2,3,2,5,6,13,SAMPDORIA,away,0,0,7,5,7,6,0,0,0,0,17,17,5,2,30,1,0,30,17,7,9,0,1,31,30,24,16,7,6,35%,65%,1,0,CHIEVOVERONA,2015-16,9,15,2,6,0,1,0,2,7,9,6,7,1,0,1,1
2,4,1,2,10,10,12,3,12,10,UDINESE,home,0,1,3,3,9,9,0,0,0,0,24,14,1,3,30,1,1,22,35,6,6,0,0,40,31,27,32,2,0,61%,39%,0,0,SASSUOLO,2015-16,6,6,5,3,0,0,5,3,1,3,1,3,0,0,0,2
4,2,2,1,10,10,3,12,10,12,SASSUOLO,away,1,0,3,3,9,9,0,0,0,0,14,24,3,1,30,1,1,35,22,6,6,0,0,31,40,32,27,0,2,39%,61%,0,0,UDINESE,2015-16,6,6,3,5,0,0,3,5,3,1,3,1,0,0,2,0
4,3,2,3,9,9,3,8,18,12,JUVENTUS,home,0,1,2,3,3,3,0,0,0,1,18,25,2,1,30,1,4,23,16,3,6,0,0,23,31,25,16,3,4,37%,63%,1,0,TORINO,2015-16,8,9,3,2,0,0,0,0,5,7,3,4,1,2,0,0
3,4,3,2,9,9,8,3,12,18,TORINO,away,1,0,3,2,3,3,0,0,1,0,25,18,1,2,30,4,1,16,23,6,3,0,0,31,23,16,25,4,3,63%,37%,0,1,JUVENTUS,2015-16,9,8,2,3,0,0,0,0,7,5,4,3,2,1,0,0
3,2,8,2,11,2,11,1,20,9,GENOA,home,0,1,11,1,13,0,0,0,0,0,6,8,4,0,30,3,1,2,26,19,9,0,0,59,47,23,25,1,9,69%,31%,0,0,NAPOLI,2015-16,17,7,5,5,0,0,0,0,12,2,10,0,0,0,0,0
2,3,2,8,2,11,1,11,9,20,NAPOLI,away,1,0,1,11,0,13,0,0,0,0,8,6,0,4,30,1,3,26,2,9,19,0,0,47,59,25,23,9,1,31%,69%,0,0,GENOA,2015-16,7,17,5,5,0,0,0,0,2,12,0,10,0,0,0,0
1,1,3,2,3,4,5,2,9,3,LAZIO,home,0,3,12,4,2,2,0,1,0,0,24,10,1,4,30,1,1,17,16,12,3,1,0,27,25,21,16,2,7,58%,42%,0,0,MILAN,2015-16,15,5,6,1,0,0,2,0,9,4,6,2,2,0,0,1
1,1,2,3,4,3,2,5,3,9,MILAN,away,3,0,4,12,2,2,1,0,0,0,10,24,4,1,30,1,1,16,17,3,12,0,1,25,27,16,21,7,2,42%,58%,0,0,LAZIO,2015-16,5,15,1,6,0,0,0,2,4,9,2,6,0,2,1,0
3,3,2,6,5,6,2,5,6,9,SASSUOLO,home,1,4,7,5,5,1,0,0,0,0,15,11,1,2,31,1,3,17,14,4,7,0,0,25,34,34,20,3,0,37%,63%,0,0,CARPI,2015-16,9,7,8,1,1,0,0,0,1,6,1,5,0,0,1,1
3,3,6,2,6,5,5,2,9,6,CARPI,away,4,1,5,7,1,5,0,0,0,0,11,15,2,1,31,3,1,14,17,7,4,0,0,34,25,20,34,0,3,63%,37%,0,0,SASSUOLO,2015-16,7,9,1,8,0,1,0,0,6,1,5,1,0,0,1,1
2,2,3,2,6,2,5,1,10,6,EMPOLI,home,4,1,7,4,2,2,0,0,0,0,15,19,8,0,31,1,0,18,13,13,2,1,0,30,37,28,23,3,8,49%,51%,0,0,JUVENTUS,2015-16,16,7,6,4,0,0,1,0,10,3,7,1,0,0,0,0
2,2,2,3,2,6,1,5,6,10,JUVENTUS,away,1,4,4,7,2,2,0,0,0,0,19,15,0,8,31,0,1,13,18,2,13,0,1,37,30,23,28,8,3,51%,49%,0,0,EMPOLI,2015-16,7,16,4,6,0,0,0,1,3,10,1,7,0,0,0,0
4,4,0,0,7,3,2,4,6,15,NAPOLI,home,0,0,2,6,6,4,0,1,0,0,13,14,1,4,31,3,1,32,5,8,5,0,0,20,35,25,17,1,4,44%,56%,2,0,UDINESE,2015-16,10,10,3,8,0,0,0,2,7,2,6,1,2,0,0,0
4,4,0,0,3,7,4,2,15,6,UDINESE,away,0,0,6,2,4,6,1,0,0,0,14,13,4,1,31,1,3,5,32,5,8,0,0,35,20,17,25,4,1,56%,44%,0,2,NAPOLI,2015-16,10,10,8,3,0,0,2,0,2,7,1,6,0,2,0,0
1,3,3,1,11,9,13,6,13,20,MILAN,home,3,0,8,7,8,6,0,0,0,0,13,21,3,3,31,2,1,23,14,6,6,0,0,39,37,25,19,3,2,45%,55%,0,1,ATALANTA,2015-16,8,9,4,5,0,0,0,1,4,4,4,3,0,2,0,0
3,1,1,3,9,11,6,13,20,13,ATALANTA,away,0,3,7,8,6,8,0,0,0,0,21,13,3,3,31,1,2,14,23,6,6,0,0,37,39,19,25,2,3,55%,45%,1,0,MILAN,2015-16,9,8,5,4,0,0,1,0,4,4,3,4,2,0,0,0
2,3,0,1,2,3,6,7,5,15,PALERMO,home,0,0,0,2,6,8,0,0,0,0,15,20,4,1,31,3,1,19,12,4,4,0,0,24,25,26,18,5,1,51%,49%,0,0,CHIEVOVERONA,2015-16,7,11,3,5,0,0,0,1,4,6,2,4,1,0,0,1
3,2,1,0,3,2,7,6,15,5,CHIEVOVERONA,away,0,0,2,0,8,6,0,0,0,0,20,15,1,4,31,1,3,12,19,4,4,0,0,25,24,18,26,1,5,49%,51%,0,0,PALERMO,2015-16,11,7,5,3,0,0,1,0,6,4,4,2,0,1,1,0
1,2,1,0,7,7,5,4,15,6,SAMPDORIA,home,0,0,10,3,9,7,0,1,0,0,18,5,3,3,31,1,1,10,18,9,5,1,1,30,25,9,14,4,6,54%,46%,0,0,FIORENTINA,2015-16,14,7,6,2,0,0,0,0,8,5,6,3,1,0,0,0
2,1,0,1,7,7,4,5,6,15,FIORENTINA,away,0,0,3,10,7,9,1,0,0,0,5,18,3,3,31,1,1,18,10,5,9,1,1,25,30,14,9,6,4,46%,54%,0,0,SAMPDORIA,2015-16,7,14,2,6,0,0,0,0,5,8,3,6,0,1,0,0
1,4,3,0,5,6,10,2,21,13,FROSINONE,home,3,2,11,4,8,5,0,0,0,0,14,19,0,0,31,4,0,25,28,14,8,0,0,39,25,35,20,2,5,70%,30%,0,0,GENOA,2015-16,13,8,4,6,0,1,4,5,9,2,8,2,0,0,5,2
4,1,0,3,6,5,2,10,13,21,GENOA,away,2,3,4,11,5,8,0,0,0,0,19,14,0,0,31,0,4,28,25,8,14,0,0,25,39,20,35,5,2,30%,70%,0,0,FROSINONE,2015-16,8,13,6,4,1,0,5,4,2,9,2,8,0,0,2,5
4,2,4,2,5,5,8,10,9,9,ROMA,home,0,3,10,5,5,6,1,0,0,0,8,12,4,1,31,1,4,21,21,6,10,2,2,25,21,17,23,3,2,42%,58%,0,0,LAZIO,2015-16,12,15,8,6,1,0,1,0,4,9,4,4,0,0,0,0
2,4,2,4,5,5,10,8,9,9,LAZIO,away,3,0,5,10,6,5,0,1,0,0,12,8,1,4,31,4,1,21,21,10,6,2,2,21,25,23,17,2,3,58%,42%,0,0,ROMA,2015-16,15,12,6,8,0,1,0,1,9,4,4,4,0,0,0,0
1,5,1,5,9,3,8,2,7,10,TORINO,home,0,2,9,2,12,3,1,0,1,0,11,14,2,3,31,1,2,4,9,7,10,0,1,35,36,16,24,4,1,59%,41%,1,1,INTER,2015-16,6,12,4,5,0,0,1,0,2,7,2,5,1,1,0,0
5,1,5,1,3,9,2,8,10,7,INTER,away,2,0,2,9,3,12,0,1,0,1,14,11,3,2,31,2,1,9,4,10,7,1,0,36,35,24,16,1,4,41%,59%,1,1,TORINO,2015-16,12,6,5,4,0,0,0,1,7,2,5,2,1,1,0,0
3,1,1,1,19,12,13,10,11,16,HELLAS VERONA,home,0,2,10,7,10,6,0,0,0,0,14,16,1,3,31,0,1,20,36,4,5,0,1,33,37,23,23,0,1,61%,39%,0,0,BOLOGNA,2015-16,3,5,2,3,0,0,1,2,1,2,1,1,0,0,0,1
1,3,1,1,12,19,10,13,16,11,BOLOGNA,away,2,0,7,10,6,10,0,0,0,0,16,14,3,1,31,1,0,36,20,5,4,1,0,37,33,23,23,1,0,39%,61%,0,0,HELLAS VERONA,2015-16,5,3,3,2,0,0,2,1,2,1,1,1,0,0,1,0
5,2,4,6,3,7,3,8,10,17,INTER,home,0,0,4,6,5,10,1,0,0,0,12,16,5,2,32,0,1,17,13,7,14,3,0,22,50,20,7,2,2,36%,64%,0,0,FROSINONE,2015-16,11,15,6,12,0,1,0,0,5,3,4,3,1,0,0,0
2,5,6,4,7,3,8,3,17,10,FROSINONE,away,0,0,6,4,10,5,0,1,0,0,16,12,2,5,32,1,0,13,17,14,7,0,3,50,22,7,20,2,2,64%,36%,0,0,INTER,2015-16,15,11,12,6,1,0,0,0,3,5,3,4,0,1,0,0
2,3,2,0,2,5,10,5,20,15,CARPI,home,0,0,10,6,13,7,0,0,0,0,15,14,1,0,32,1,0,24,32,13,10,1,0,40,33,35,27,3,2,61%,39%,0,0,CHIEVOVERONA,2015-16,13,10,9,7,0,0,9,7,4,3,3,2,0,0,2,3
3,2,0,2,5,2,5,10,15,20,CHIEVOVERONA,away,0,0,6,10,7,13,0,0,0,0,14,15,0,1,32,0,1,32,24,10,13,0,1,33,40,27,35,2,3,39%,61%,0,0,CARPI,2015-16,10,13,7,9,0,0,7,9,3,4,2,3,0,0,3,2
2,1,5,1,3,0,9,2,11,5,GENOA,home,2,2,11,2,14,1,0,0,0,0,20,13,3,1,32,0,1,14,27,11,3,0,1,40,28,18,25,2,6,58%,42%,0,0,SASSUOLO,2015-16,17,5,11,1,1,1,0,0,6,4,2,2,0,0,0,0
1,2,1,5,0,3,2,9,5,11,SASSUOLO,away,2,2,2,11,1,14,0,0,0,0,13,20,1,3,32,1,0,27,14,3,11,1,0,28,40,25,18,6,2,42%,58%,0,0,GENOA,2015-16,5,17,1,11,1,1,0,0,4,6,2,2,0,0,0,0
4,3,1,3,8,13,10,5,9,11,JUVENTUS,home,0,2,2,2,5,7,0,0,0,0,21,18,2,2,32,1,2,21,25,10,7,1,1,38,38,31,25,2,6,41%,59%,0,0,MILAN,2015-16,12,8,5,3,1,0,2,0,7,5,4,3,1,1,1,1
3,4,3,1,13,8,5,10,11,9,MILAN,away,2,0,2,2,7,5,0,0,0,0,18,21,2,2,32,2,1,25,21,7,10,1,1,38,38,25,31,6,2,59%,41%,0,0,JUVENTUS,2015-16,8,12,3,5,0,1,0,2,5,7,3,4,1,1,1,1
3,4,0,0,2,12,6,4,10,24,FIORENTINA,home,0,0,2,6,2,9,0,0,0,0,19,13,3,3,32,2,0,28,27,7,14,0,0,46,38,35,40,6,3,45%,55%,0,0,EMPOLI,2015-16,7,14,2,8,0,0,2,8,5,6,4,2,0,1,3,5
4,3,0,0,12,2,4,6,24,10,EMPOLI,away,0,0,6,2,9,2,0,0,0,0,13,19,3,3,32,0,2,27,28,14,7,0,0,38,46,40,35,3,6,55%,45%,0,0,FIORENTINA,2015-16,14,7,8,2,0,0,8,2,6,5,2,4,1,0,5,3
2,3,5,0,8,6,8,6,4,4,HELLAS VERONA,home,0,0,7,7,3,4,0,0,0,1,13,6,5,1,32,3,0,2,10,10,0,2,0,22,12,18,18,1,3,55%,45%,1,0,NAPOLI,2015-16,12,4,4,3,0,0,0,0,8,1,7,0,2,0,0,0
3,2,0,5,6,8,6,8,4,4,NAPOLI,away,0,0,7,7,4,3,0,0,1,0,6,13,1,5,32,0,3,10,2,0,10,0,2,12,22,18,18,3,1,45%,55%,0,1,HELLAS VERONA,2015-16,4,12,3,4,0,0,0,0,1,8,0,7,0,2,0,0
4,1,4,2,3,3,5,8,17,9,UDINESE,home,0,0,3,12,9,7,0,0,0,0,10,13,3,5,32,2,0,13,17,9,7,1,0,32,28,23,27,3,5,51%,49%,0,0,SAMPDORIA,2015-16,13,11,6,8,0,0,0,1,7,3,4,3,0,0,0,1
1,4,2,4,3,3,8,5,9,17,SAMPDORIA,away,0,0,12,3,7,9,0,0,0,0,13,10,5,3,32,0,2,17,13,7,9,0,1,28,32,27,23,5,3,49%,51%,0,0,UDINESE,2015-16,11,13,8,6,0,0,1,0,3,7,3,4,0,0,1,0
2,3,3,4,8,9,6,12,11,15,ATALANTA,home,1,1,4,6,5,9,0,1,0,0,18,14,2,1,32,2,1,27,15,3,9,0,0,29,22,19,22,7,1,43%,57%,0,0,TORINO,2015-16,5,14,2,6,0,0,0,0,3,8,2,5,1,1,0,0
3,2,4,3,9,8,12,6,15,11,TORINO,away,1,1,6,4,9,5,1,0,0,0,14,18,1,2,32,1,2,15,27,9,3,0,0,22,29,22,19,1,7,57%,43%,0,0,ATALANTA,2015-16,14,5,6,2,0,0,0,0,8,3,5,2,1,1,0,0
2,3,1,4,1,11,8,7,8,11,LAZIO,home,0,0,5,7,4,9,0,0,0,0,10,13,5,0,32,0,3,16,13,5,16,0,0,33,39,18,15,5,3,37%,63%,0,0,PALERMO,2015-16,6,17,3,8,1,0,0,0,3,9,1,8,0,0,0,2
3,2,4,1,11,1,7,8,11,8,PALERMO,away,0,0,7,5,9,4,0,0,0,0,13,10,0,5,32,3,0,13,16,16,5,0,0,39,33,15,18,3,5,63%,37%,0,0,LAZIO,2015-16,17,6,8,3,0,1,0,0,9,3,8,1,0,0,2,0
1,2,6,1,23,3,13,8,17,12,BOLOGNA,home,0,1,15,3,8,3,0,0,0,0,8,12,1,2,32,1,1,14,26,12,4,3,0,34,35,20,20,1,5,65%,35%,0,0,ROMA,2015-16,11,3,4,1,0,0,1,0,7,2,4,2,0,0,0,1
2,1,1,6,3,23,8,13,12,17,ROMA,away,1,0,3,15,3,8,0,0,0,0,12,8,2,1,32,1,1,26,14,4,12,0,3,35,34,20,20,5,1,35%,65%,0,0,BOLOGNA,2015-16,3,11,1,4,0,0,0,1,2,7,2,4,0,0,1,0
4,1,2,1,3,2,3,1,5,5,TORINO,home,0,0,4,3,2,6,0,0,0,0,14,12,2,1,33,0,1,15,14,3,4,1,0,35,29,25,31,2,2,50%,50%,0,1,BOLOGNA,2015-16,5,5,2,2,0,0,0,0,3,3,3,1,0,1,1,0
1,4,1,2,2,3,1,3,5,5,BOLOGNA,away,0,0,3,4,6,2,0,0,0,0,12,14,1,2,33,1,0,14,15,4,3,0,1,29,35,31,25,2,2,50%,50%,1,0,TORINO,2015-16,5,5,2,2,0,0,0,0,3,3,1,3,1,0,0,1
4,0,6,3,9,6,4,3,25,18,GENOA,home,2,1,3,7,3,5,0,1,0,0,22,13,0,3,33,4,1,35,25,14,10,0,0,36,37,31,29,2,6,46%,54%,0,0,CARPI,2015-16,14,7,4,4,1,0,3,4,10,3,6,2,1,0,5,2
0,4,3,6,6,9,3,4,18,25,CARPI,away,1,2,7,3,5,3,1,0,0,0,13,22,3,0,33,1,4,25,35,10,14,0,0,37,36,29,31,6,2,54%,46%,0,0,GENOA,2015-16,7,14,4,4,0,1,4,3,3,10,2,6,0,1,2,5
4,3,4,1,3,7,11,6,7,15,NAPOLI,home,0,0,6,6,13,7,0,0,0,0,11,16,1,2,33,2,0,18,3,6,5,0,0,24,46,15,11,2,1,40%,60%,0,0,INTER,2015-16,6,7,2,5,0,0,0,0,4,2,4,0,0,0,0,0
3,4,1,4,7,3,6,11,15,7,INTER,away,0,0,6,6,7,13,0,0,0,0,16,11,2,1,33,0,2,3,18,5,6,0,0,46,24,11,15,1,2,60%,40%,0,0,NAPOLI,2015-16,7,6,5,2,0,0,0,0,2,4,0,4,0,0,0,0
4,4,4,5,4,6,4,6,8,11,ROMA,home,1,0,7,6,5,6,0,0,0,0,7,10,2,2,33,3,3,28,6,6,11,0,0,22,28,23,16,5,1,39%,61%,0,0,ATALANTA,2015-16,10,13,6,5,0,0,0,0,4,8,4,6,0,0,1,0
4,4,5,4,6,4,6,4,11,8,ATALANTA,away,0,1,6,7,6,5,0,0,0,0,10,7,2,2,33,3,3,6,28,11,6,0,0,28,22,16,23,1,5,61%,39%,0,0,ROMA,2015-16,13,10,5,6,0,0,0,0,8,4,6,4,0,0,0,1
1,3,4,2,11,9,12,6,4,5,SASSUOLO,home,0,0,7,6,7,4,0,0,0,0,13,15,5,0,33,3,1,13,7,6,3,1,0,19,23,16,18,0,3,54%,46%,0,0,FIORENTINA,2015-16,9,7,3,6,0,0,0,0,6,1,3,1,1,0,0,0
3,1,2,4,9,11,6,12,5,4,FIORENTINA,away,0,0,6,7,4,7,0,0,0,0,15,13,0,5,33,1,3,7,13,3,6,0,1,23,19,18,16,3,0,46%,54%,0,0,SASSUOLO,2015-16,7,9,6,3,0,0,0,0,1,6,1,3,0,1,0,0
3,3,2,2,5,7,5,1,5,7,FROSINONE,home,1,1,4,5,13,7,0,0,0,0,22,19,1,2,33,1,2,19,31,8,4,0,1,27,29,21,19,0,3,52%,48%,0,0,HELLAS VERONA,2015-16,10,7,6,4,0,0,0,1,4,3,3,3,0,0,2,1
3,3,2,2,7,5,1,5,7,5,HELLAS VERONA,away,1,1,5,4,7,13,0,0,0,0,19,22,2,1,33,2,1,31,19,4,8,1,0,29,27,19,21,3,0,48%,52%,0,0,FROSINONE,2015-16,7,10,4,6,0,0,1,0,3,4,3,3,0,0,1,2
