Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Possesso palla,Possesso palla avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri fuori su azione da palla inattiva,Tiri fuori su azione da palla inattiva avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario,Tiri in porta su azione da palla inattiva,Tiri in porta su azione da palla inattiva avversario
4,0,1,2,4,5,2,11,10,17,LAZIO,home,3,0,3,8,0,7,0,0,0,0,16,13,3,7,14,1,0,13,22,2,8,0,1,34,18,14,25,5,0,37%,63%,0,0,EMPOLI,2015-16,3,9,2,3,0,1,0,0,1,6,1,2,1,0,0,0
0,4,2,1,5,4,11,2,17,10,EMPOLI,away,0,3,8,3,7,0,0,0,0,0,13,16,7,3,14,0,1,22,13,8,2,1,0,18,34,25,14,0,5,63%,37%,0,0,LAZIO,2015-16,9,3,3,2,1,0,0,0,6,1,2,1,0,1,0,0
2,3,1,2,1,3,2,7,6,9,JUVENTUS,home,0,0,1,7,2,8,0,0,0,0,15,13,0,6,14,0,3,20,8,5,11,0,0,27,34,22,8,1,0,45%,55%,0,0,PALERMO,2015-16,6,13,6,9,0,0,0,2,0,4,0,4,0,0,0,0
3,2,2,1,3,1,7,2,9,6,PALERMO,away,0,0,7,1,8,2,0,0,0,0,13,15,6,0,14,3,0,8,20,11,5,0,0,34,27,8,22,0,1,55%,45%,0,0,JUVENTUS,2015-16,13,6,9,6,0,0,2,0,4,0,4,0,0,0,0,0
2,1,3,1,1,3,2,1,6,7,FIORENTINA,home,0,1,7,4,13,7,0,0,0,0,15,14,4,2,14,1,1,14,14,1,3,0,0,15,30,15,6,5,1,50%,50%,0,0,SASSUOLO,2015-16,7,11,5,5,1,1,0,0,2,6,1,3,0,0,0,0
1,2,1,3,3,1,1,2,7,6,SASSUOLO,away,1,0,4,7,7,13,0,0,0,0,14,15,2,4,14,1,1,14,14,3,1,0,0,30,15,6,15,1,5,50%,50%,0,0,FIORENTINA,2015-16,11,7,5,5,1,1,0,0,6,2,3,1,0,0,0,0
4,1,3,1,4,8,14,8,12,3,INTER,home,3,1,4,5,7,7,0,1,0,0,7,9,3,4,14,2,1,10,15,8,7,0,2,44,36,24,26,1,3,55%,45%,0,0,NAPOLI,2015-16,10,10,5,7,1,0,0,0,5,3,5,3,0,0,0,0
1,4,1,3,8,4,8,14,3,12,NAPOLI,away,1,3,5,4,7,7,1,0,0,0,9,7,4,3,14,1,2,15,10,7,8,2,0,36,44,26,24,3,1,45%,55%,0,0,INTER,2015-16,10,10,7,5,0,1,0,0,3,5,3,5,0,0,0,0
5,3,1,1,3,7,6,4,13,5,JUVENTUS,home,0,0,6,1,6,3,0,0,0,0,15,18,1,0,15,0,2,17,19,6,3,0,0,48,44,24,24,1,3,59%,41%,0,0,LAZIO,2015-16,6,5,3,3,0,0,1,0,3,2,0,0,1,0,0,0
3,5,1,1,7,3,4,6,5,13,LAZIO,away,0,0,1,6,3,6,0,0,0,0,18,15,0,1,15,2,0,19,17,3,6,0,0,44,48,24,24,3,1,41%,59%,0,0,JUVENTUS,2015-16,5,6,3,3,0,0,0,1,2,3,0,0,0,1,0,0
3,4,1,0,2,6,4,1,5,3,ROMA,home,6,1,2,5,5,5,0,0,0,0,11,18,0,0,15,1,1,19,13,5,4,0,0,28,24,16,17,3,4,41%,59%,1,0,TORINO,2015-16,10,6,5,2,0,0,0,1,5,4,3,2,1,1,0,0
4,3,0,1,6,2,1,4,3,5,TORINO,away,1,6,5,2,5,5,0,0,0,0,18,11,0,0,15,1,1,13,19,4,5,0,0,24,28,17,16,4,3,59%,41%,0,1,ROMA,2015-16,6,10,2,5,0,0,1,0,4,5,2,3,1,1,0,0
1,3,5,0,11,4,8,11,11,3,GENOA,home,3,0,5,3,5,5,1,0,0,0,16,10,3,0,15,1,0,25,15,7,2,0,0,47,47,33,34,2,4,66%,34%,0,0,INTER,2015-16,10,4,5,2,0,0,0,0,5,2,2,1,1,0,0,0
3,1,0,5,4,11,11,8,3,11,INTER,away,0,3,3,5,5,5,0,1,0,0,10,16,0,3,15,0,1,15,25,2,7,0,0,47,47,34,33,4,2,34%,66%,0,0,GENOA,2015-16,4,10,2,5,0,0,0,0,2,5,1,2,0,1,0,0
2,1,3,3,0,0,1,3,6,13,NAPOLI,home,1,1,4,7,3,7,0,0,0,0,9,17,5,3,15,3,2,33,7,6,8,0,1,13,30,30,17,4,1,40%,60%,0,0,BOLOGNA,2015-16,7,12,3,6,0,0,0,0,4,6,3,5,1,0,1,0
1,2,3,3,0,0,3,1,13,6,BOLOGNA,away,1,1,7,4,7,3,0,0,0,0,17,9,3,5,15,2,3,7,33,8,6,1,0,30,13,17,30,1,4,60%,40%,0,0,NAPOLI,2015-16,12,7,6,3,0,0,0,0,6,4,5,3,0,1,0,1
1,3,3,3,3,9,9,10,8,9,PALERMO,home,0,0,3,7,5,15,0,0,1,0,20,14,2,3,15,3,0,18,26,6,3,0,0,25,34,28,27,5,1,52%,48%,0,0,ATALANTA,2015-16,11,17,7,12,0,0,0,0,4,5,3,3,0,1,0,0
3,1,3,3,9,3,10,9,9,8,ATALANTA,away,0,0,7,3,15,5,0,0,0,1,14,20,3,2,15,0,3,26,18,3,6,0,0,34,25,27,28,1,5,48%,52%,0,0,PALERMO,2015-16,17,11,12,7,0,0,0,0,5,4,3,3,1,0,0,0
2,5,3,3,4,4,3,8,12,8,UDINESE,home,3,0,7,1,4,12,0,0,0,0,14,14,2,5,15,3,0,18,13,9,4,0,1,25,21,9,14,1,2,52%,48%,1,0,FIORENTINA,2015-16,12,7,7,5,0,0,0,0,5,2,5,2,1,0,0,0
5,2,3,3,4,4,8,3,8,12,FIORENTINA,away,0,3,1,7,12,4,0,0,0,0,14,14,5,2,15,0,3,13,18,4,9,1,0,21,25,14,9,2,1,48%,52%,0,1,UDINESE,2015-16,7,12,5,7,0,0,0,0,2,5,2,5,0,1,0,0
3,4,2,1,5,1,6,9,4,4,CHIEVOVERONA,home,1,4,9,6,5,9,0,1,0,0,16,15,2,1,15,0,2,26,23,6,3,1,0,21,23,16,19,1,4,50%,50%,0,1,FROSINONE,2015-16,9,7,4,4,0,0,0,0,5,3,3,2,0,1,0,0
4,3,1,2,1,5,9,6,4,4,FROSINONE,away,4,1,6,9,9,5,1,0,0,0,15,16,1,2,15,2,0,23,26,3,6,0,1,23,21,19,16,4,1,50%,50%,1,0,CHIEVOVERONA,2015-16,7,9,4,4,0,0,0,0,3,5,2,3,1,0,0,0
1,4,1,1,0,0,0,0,5,4,EMPOLI,home,0,0,12,0,17,0,0,0,0,0,6,19,5,2,15,0,1,27,17,8,5,1,0,25,24,25,14,4,7,56%,44%,0,0,HELLAS VERONA,2015-16,13,9,6,4,0,0,0,0,7,5,6,4,0,0,1,0
4,1,1,1,0,0,0,0,4,5,HELLAS VERONA,away,0,0,0,12,0,17,0,0,0,0,19,6,2,5,15,1,0,17,27,5,8,0,1,24,25,14,25,7,4,44%,56%,0,0,EMPOLI,2015-16,9,13,4,6,0,0,0,0,5,7,4,6,0,0,0,1
2,3,1,3,4,5,3,2,7,9,SASSUOLO,home,0,1,11,6,5,10,0,0,0,0,17,19,6,0,15,1,3,13,15,2,10,0,1,18,17,11,6,6,1,55%,45%,0,0,SAMPDORIA,2015-16,5,13,3,3,0,0,0,0,2,10,1,6,0,0,0,0
3,2,3,1,5,4,2,3,9,7,SAMPDORIA,away,1,0,6,11,10,5,0,0,0,0,19,17,0,6,15,3,1,15,13,10,2,1,0,17,18,6,11,1,6,45%,55%,0,0,SASSUOLO,2015-16,13,5,3,3,0,0,0,0,10,2,6,1,0,0,0,0
0,2,1,1,0,7,4,2,6,2,MILAN,home,0,0,2,12,3,3,0,0,0,0,19,14,2,5,15,0,0,4,3,4,7,0,0,25,36,19,32,8,3,37%,63%,0,0,CARPI,2015-16,8,13,5,5,0,1,0,0,3,8,0,2,0,1,0,0
2,0,1,1,7,0,2,4,2,6,CARPI,away,0,0,12,2,3,3,0,0,0,0,14,19,5,2,15,0,0,3,4,7,4,0,0,36,25,32,19,3,8,63%,37%,0,0,MILAN,2015-16,13,8,5,5,1,0,0,0,8,3,2,0,1,0,0,0
0,3,3,0,2,4,5,5,7,7,BOLOGNA,home,0,0,10,7,2,0,0,0,1,1,16,14,1,8,16,0,1,3,2,10,6,0,0,28,18,21,21,1,4,58%,42%,0,0,GENOA,2015-16,10,6,6,4,0,0,2,0,4,2,4,2,0,0,2,2
3,0,0,3,4,2,5,5,7,7,GENOA,away,0,0,7,10,0,2,0,0,1,1,14,16,8,1,16,1,0,2,3,6,10,0,0,18,28,21,21,4,1,42%,58%,0,0,BOLOGNA,2015-16,6,10,4,6,0,0,0,2,2,4,2,4,0,0,2,2
2,3,2,1,3,3,5,1,14,13,FROSINONE,home,1,0,6,4,12,11,0,0,0,0,16,14,1,2,16,4,1,22,12,13,12,2,0,25,30,25,29,4,2,57%,43%,0,0,PALERMO,2015-16,15,13,7,8,0,1,0,0,8,5,6,2,0,0,0,0
3,2,1,2,3,3,1,5,13,14,PALERMO,away,0,1,4,6,11,12,0,0,0,0,14,16,2,1,16,1,4,12,22,12,13,0,2,30,25,29,25,2,4,43%,57%,0,0,FROSINONE,2015-16,13,15,8,7,1,0,0,0,5,8,2,6,0,0,0,0
3,3,1,3,9,6,7,2,21,12,INTER,home,0,0,9,2,6,2,0,0,0,0,14,11,4,2,16,0,4,10,12,14,10,0,0,34,35,34,30,3,6,53%,47%,0,0,UDINESE,2015-16,12,11,6,4,1,0,0,0,6,7,5,6,0,1,0,0
3,3,3,1,6,9,2,7,12,21,UDINESE,away,0,0,2,9,2,6,0,0,0,0,11,14,2,4,16,4,0,12,10,10,14,0,0,35,34,30,34,6,3,47%,53%,0,0,INTER,2015-16,11,12,4,6,0,1,0,0,7,6,6,5,1,0,0,0
3,3,2,1,3,3,17,3,14,4,ATALANTA,home,1,2,5,1,12,7,0,0,0,2,17,13,6,0,16,1,0,14,25,9,3,0,0,31,39,9,15,2,2,51%,49%,1,0,CHIEVOVERONA,2015-16,11,5,8,3,0,0,0,0,3,2,2,1,1,0,0,0
3,3,1,2,3,3,3,17,4,14,CHIEVOVERONA,away,2,1,1,5,7,12,0,0,2,0,13,17,0,6,16,0,1,25,14,3,9,0,0,39,31,15,9,2,2,49%,51%,0,1,ATALANTA,2015-16,5,11,3,8,0,0,0,0,2,3,1,2,0,1,0,0
0,2,4,0,5,6,7,11,16,13,CARPI,home,0,1,2,4,3,2,0,0,0,0,12,7,2,7,16,3,0,12,23,11,8,0,1,54,30,33,45,4,2,61%,39%,0,0,EMPOLI,2015-16,11,12,6,7,0,0,0,0,5,5,4,3,0,0,0,1
2,0,0,4,6,5,11,7,13,16,EMPOLI,away,1,0,4,2,2,3,0,0,0,0,7,12,7,2,16,0,3,23,12,8,11,1,0,30,54,45,33,2,4,39%,61%,0,0,CARPI,2015-16,12,11,7,6,0,0,0,0,5,5,3,4,0,0,1,0
3,6,5,1,2,2,2,2,14,8,HELLAS VERONA,home,0,0,9,7,10,9,0,0,1,0,17,11,7,2,16,1,1,8,30,11,3,0,0,27,19,23,19,0,6,57%,43%,0,1,MILAN,2015-16,15,8,8,7,2,1,1,0,7,1,7,1,0,1,2,0
6,3,1,5,2,2,2,2,8,14,MILAN,away,0,0,7,9,9,10,0,0,0,1,11,17,2,7,16,1,1,30,8,3,11,0,0,19,27,19,23,6,0,43%,57%,1,0,HELLAS VERONA,2015-16,8,15,7,8,1,2,0,1,1,7,1,7,1,0,0,2
2,3,3,1,5,6,15,1,5,1,ROMA,home,2,0,7,1,15,2,0,0,0,0,15,10,4,2,16,0,0,11,32,12,3,0,0,27,35,26,22,0,4,57%,43%,0,0,NAPOLI,2015-16,11,3,7,3,1,0,0,0,4,0,4,0,0,0,0,0
3,2,1,3,6,5,1,15,1,5,NAPOLI,away,0,2,1,7,2,15,0,0,0,0,10,15,2,4,16,0,0,32,11,3,12,0,0,35,27,22,26,4,0,43%,57%,0,0,ROMA,2015-16,3,11,3,7,0,1,0,0,0,4,0,4,0,0,0,0
3,5,0,0,2,0,11,0,6,6,FIORENTINA,home,0,0,3,1,9,0,0,0,0,0,18,13,1,0,16,3,1,17,24,10,4,0,0,33,30,13,12,0,2,41%,59%,0,1,JUVENTUS,2015-16,11,5,6,4,0,0,2,0,5,1,5,1,0,1,0,0
5,3,0,0,0,2,0,11,6,6,JUVENTUS,away,0,0,1,3,0,9,0,0,0,0,13,18,0,1,16,1,3,24,17,4,10,0,0,30,33,12,13,2,0,59%,41%,1,0,FIORENTINA,2015-16,5,11,4,6,0,0,0,2,1,5,1,5,1,0,0,0
2,4,2,1,12,3,8,3,5,3,SAMPDORIA,home,1,3,7,0,12,3,0,0,0,0,14,15,2,2,16,1,1,10,18,5,4,0,0,24,38,17,8,3,1,57%,43%,0,0,LAZIO,2015-16,13,9,11,4,3,1,0,0,2,5,2,1,0,1,0,0
4,2,1,2,3,12,3,8,3,5,LAZIO,away,3,1,0,7,3,12,0,0,0,0,15,14,2,2,16,1,1,18,10,4,5,0,0,38,24,8,17,1,3,43%,57%,0,0,SAMPDORIA,2015-16,9,13,4,11,1,3,0,0,5,2,1,2,1,0,0,0
2,4,3,4,1,5,6,1,7,7,TORINO,home,0,0,8,5,2,1,0,0,0,0,12,11,2,4,16,1,1,4,10,19,15,0,0,26,28,20,14,4,4,57%,43%,0,0,SASSUOLO,2015-16,10,7,5,2,0,0,0,0,5,5,4,4,0,0,0,0
4,2,4,3,5,1,1,6,7,7,SASSUOLO,away,0,0,5,8,1,2,0,0,0,0,11,12,4,2,16,1,1,10,4,15,19,0,0,28,26,14,20,4,4,43%,57%,0,0,TORINO,2015-16,7,10,2,5,0,0,0,0,5,5,4,4,0,0,0,0
2,4,0,4,9,5,10,10,7,15,EMPOLI,home,0,1,9,6,3,1,0,0,0,0,14,13,6,2,17,2,3,32,18,9,9,2,1,38,34,26,25,7,3,54%,46%,0,0,BOLOGNA,2015-16,11,13,6,3,0,0,2,0,5,10,3,6,1,0,0,1
4,2,4,0,5,9,10,10,15,7,BOLOGNA,away,1,0,6,9,1,3,0,0,0,0,13,14,2,6,17,3,2,18,32,9,9,1,2,34,38,25,26,3,7,46%,54%,0,0,EMPOLI,2015-16,13,11,3,6,0,0,0,2,10,5,6,3,0,1,1,0
1,0,1,3,1,1,1,2,7,7,JUVENTUS,home,1,1,3,3,4,8,0,0,0,0,12,16,0,6,17,2,3,20,21,3,6,0,0,24,23,22,16,2,2,37%,63%,0,0,CARPI,2015-16,7,8,4,3,0,0,2,0,3,5,2,4,0,0,0,0
0,1,3,1,1,1,2,1,7,7,CARPI,away,1,1,3,3,8,4,0,0,0,0,16,12,6,0,17,3,2,21,20,6,3,0,0,23,24,16,22,2,2,63%,37%,0,0,JUVENTUS,2015-16,8,7,3,4,0,0,0,2,5,3,4,2,0,0,0,0
1,1,2,4,5,3,8,2,13,12,NAPOLI,home,0,1,7,4,13,2,0,1,1,0,15,13,2,2,17,1,3,23,11,7,13,0,0,21,40,15,12,4,4,44%,56%,0,2,ATALANTA,2015-16,9,14,4,7,0,1,0,0,5,7,3,5,0,1,0,1
1,1,4,2,3,5,2,8,12,13,ATALANTA,away,1,0,4,7,2,13,1,0,0,1,13,15,2,2,17,3,1,11,23,13,7,0,0,40,21,12,15,4,4,56%,44%,2,0,NAPOLI,2015-16,14,9,7,4,1,0,0,0,7,5,5,3,1,0,1,0
1,2,3,0,2,4,7,4,16,8,CHIEVOVERONA,home,0,0,7,2,1,4,0,0,0,0,15,19,0,8,17,2,0,22,15,11,1,0,0,43,35,32,26,0,6,62%,38%,0,0,FIORENTINA,2015-16,12,1,4,1,1,0,0,0,8,0,2,0,0,0,0,0
2,1,0,3,4,2,4,7,8,16,FIORENTINA,away,0,0,2,7,4,1,0,0,0,0,19,15,8,0,17,0,2,15,22,1,11,0,0,35,43,26,32,6,0,38%,62%,0,0,CHIEVOVERONA,2015-16,1,12,1,4,0,1,0,0,0,8,0,2,0,0,0,0
2,1,2,4,5,3,2,1,7,9,SASSUOLO,home,0,0,6,8,8,5,0,0,0,0,15,14,3,1,17,1,1,31,14,6,8,0,1,26,29,26,20,4,5,47%,53%,0,0,HELLAS VERONA,2015-16,9,11,3,5,0,0,0,0,6,6,5,5,1,0,0,0
1,2,4,2,3,5,1,2,9,7,HELLAS VERONA,away,0,0,8,6,5,8,0,0,0,0,14,15,1,3,17,1,1,14,31,8,6,1,0,29,26,20,26,5,4,53%,47%,0,0,SASSUOLO,2015-16,11,9,5,3,0,0,0,0,6,6,5,5,0,1,0,0
3,1,3,1,9,5,6,13,7,14,GENOA,home,2,1,5,8,7,10,0,0,1,0,6,12,1,2,17,2,0,23,13,6,6,0,0,44,44,13,13,5,2,54%,46%,0,0,ROMA,2015-16,5,11,1,6,0,0,0,0,4,5,4,1,0,0,0,0
1,3,1,3,5,9,13,6,14,7,ROMA,away,1,2,8,5,10,7,0,0,0,1,12,6,2,1,17,0,2,13,23,6,6,0,0,44,44,13,13,2,5,46%,54%,0,0,GENOA,2015-16,11,5,6,1,0,0,0,0,5,4,1,4,0,0,0,0
5,3,3,7,2,12,5,6,3,9,MILAN,home,0,0,2,11,1,2,0,0,0,0,11,11,4,1,17,2,4,4,3,7,12,0,0,33,40,22,43,6,3,27%,73%,0,0,FROSINONE,2015-16,10,16,5,7,1,1,0,0,5,9,3,7,1,0,1,1
3,5,7,3,12,2,6,5,9,3,FROSINONE,away,0,0,11,2,2,1,0,0,0,0,11,11,1,4,17,4,2,3,4,12,7,0,0,40,33,43,22,3,6,73%,27%,0,0,MILAN,2015-16,16,10,7,5,1,1,0,0,9,5,7,3,0,1,1,1
2,4,3,0,3,5,5,1,13,15,PALERMO,home,0,0,6,3,4,6,0,0,0,0,19,12,3,5,17,2,0,19,12,12,10,0,0,38,24,25,16,5,5,56%,44%,0,0,SAMPDORIA,2015-16,13,11,6,6,0,1,0,1,7,5,3,2,1,1,0,0
4,2,0,3,5,3,1,5,15,13,SAMPDORIA,away,0,0,3,6,6,4,0,0,0,0,12,19,5,3,17,0,2,12,19,10,12,0,0,24,38,16,25,5,5,44%,56%,0,0,PALERMO,2015-16,11,13,6,6,1,0,1,0,5,7,2,3,1,1,0,0
2,1,1,1,6,4,4,3,6,8,UDINESE,home,2,3,7,7,8,4,0,1,0,0,16,17,2,1,17,0,1,20,25,6,11,0,0,25,24,17,18,7,1,48%,52%,0,0,TORINO,2015-16,7,13,6,5,0,0,1,1,1,8,1,6,0,0,0,0
1,2,1,1,4,6,3,4,8,6,TORINO,away,3,2,7,7,4,8,1,0,0,0,17,16,1,2,17,1,0,25,20,11,6,0,0,24,25,18,17,1,7,52%,48%,0,0,UDINESE,2015-16,13,7,5,6,0,0,1,1,8,1,6,1,0,0,0,0
1,2,1,0,5,5,6,2,4,3,LAZIO,home,3,1,5,4,8,2,0,1,1,0,22,17,3,0,17,1,2,18,19,5,5,0,0,41,30,27,24,1,1,52%,48%,0,1,INTER,2015-16,5,5,3,2,1,0,1,1,2,3,1,2,1,1,0,1
2,1,0,1,5,5,2,6,3,4,INTER,away,1,3,4,5,2,8,1,0,0,1,17,22,0,3,17,2,1,19,18,5,5,0,0,30,41,24,27,1,1,48%,52%,1,0,LAZIO,2015-16,5,5,2,3,0,1,1,1,3,2,2,1,1,1,1,0
6,1,5,6,15,11,10,2,8,5,SAMPDORIA,home,0,1,12,5,13,2,0,0,0,0,15,15,2,2,18,2,3,7,14,12,6,0,1,27,25,13,14,2,8,63%,37%,0,0,GENOA,2015-16,13,8,3,2,0,0,1,0,10,6,6,5,0,1,1,1
1,6,6,5,11,15,2,10,5,8,GENOA,away,1,0,5,12,2,13,0,0,0,0,15,15,2,2,18,3,2,14,7,6,12,1,0,25,27,14,13,8,2,37%,63%,0,0,SAMPDORIA,2015-16,8,13,2,3,0,0,0,1,6,10,5,6,1,0,1,1
3,3,4,1,3,7,3,4,12,14,ATALANTA,home,0,0,4,5,4,6,0,0,0,0,17,17,2,1,18,2,1,27,18,10,3,0,0,17,28,19,19,5,5,48%,52%,0,0,UDINESE,2015-16,16,12,9,6,1,0,1,0,7,6,6,3,0,0,1,0
3,3,1,4,7,3,4,3,14,12,UDINESE,away,0,0,5,4,6,4,0,0,0,0,17,17,1,2,18,1,2,18,27,3,10,0,0,28,17,19,19,5,5,52%,48%,0,0,ATALANTA,2015-16,12,16,6,9,0,1,0,1,6,7,3,6,0,0,0,1
3,2,4,4,3,2,1,5,6,5,ROMA,home,0,0,8,2,5,2,0,0,0,0,13,9,1,3,18,3,3,9,5,17,13,1,1,27,23,14,18,1,5,50%,50%,0,0,CHIEVOVERONA,2015-16,13,10,4,6,0,0,0,0,9,4,6,3,2,0,0,0
2,3,4,4,2,3,5,1,5,6,CHIEVOVERONA,away,0,0,2,8,2,5,0,0,0,0,9,13,3,1,18,3,3,5,9,13,17,1,1,23,27,18,14,5,1,50%,50%,0,0,ROMA,2015-16,10,13,6,4,0,0,0,0,4,9,3,6,0,2,0,0
3,2,3,0,1,2,6,3,9,5,HELLAS VERONA,home,0,0,9,2,3,4,0,0,0,0,8,16,1,2,18,3,0,15,20,9,2,0,0,20,23,25,17,1,3,59%,41%,0,0,JUVENTUS,2015-16,12,5,6,4,0,0,1,0,6,1,3,1,1,0,1,0
2,3,0,3,2,1,3,6,5,9,JUVENTUS,away,0,0,2,9,4,3,0,0,0,0,16,8,2,1,18,0,3,20,15,2,9,0,0,23,20,17,25,3,1,41%,59%,0,0,HELLAS VERONA,2015-16,5,12,4,6,0,0,0,1,1,6,1,3,0,1,0,1
2,1,2,0,20,5,9,9,10,6,CARPI,home,0,1,9,7,13,2,0,0,0,0,9,13,5,2,18,0,0,11,15,5,4,0,0,41,29,19,26,3,0,62%,38%,0,0,LAZIO,2015-16,9,4,9,1,1,0,0,0,0,3,0,2,0,1,0,0
1,2,0,2,5,20,9,9,6,10,LAZIO,away,1,0,7,9,2,13,0,0,0,0,13,9,2,5,18,0,0,15,11,4,5,0,0,29,41,26,19,0,3,38%,62%,0,0,CARPI,2015-16,4,9,1,9,0,1,0,0,3,0,2,0,1,0,0,0
6,5,3,2,9,1,8,4,4,6,BOLOGNA,home,4,1,10,0,10,2,0,0,0,0,11,14,4,1,18,0,1,12,36,9,6,0,0,30,32,22,23,2,7,55%,45%,0,0,MILAN,2015-16,11,6,4,3,0,0,0,0,7,3,5,3,1,0,0,0
5,6,2,3,1,9,4,8,6,4,MILAN,away,1,4,0,10,2,10,0,0,0,0,14,11,1,4,18,1,0,36,12,6,9,0,0,32,30,23,22,7,2,45%,55%,0,0,BOLOGNA,2015-16,6,11,3,4,0,0,0,0,3,7,3,5,0,1,0,0
3,3,1,3,4,4,11,6,9,12,FIORENTINA,home,0,1,4,3,8,6,0,0,0,0,16,22,2,1,18,1,3,11,10,4,9,0,0,29,32,12,10,3,2,43%,57%,0,0,PALERMO,2015-16,7,12,4,6,0,1,0,0,3,6,3,5,0,0,0,0
3,3,3,1,4,4,6,11,12,9,PALERMO,away,1,0,3,4,6,8,0,0,0,0,22,16,1,2,18,3,1,10,11,9,4,0,0,32,29,10,12,2,3,57%,43%,0,0,FIORENTINA,2015-16,12,7,6,4,1,0,0,0,6,3,5,3,0,0,0,0
1,2,8,1,7,4,8,1,17,9,FROSINONE,home,0,0,8,1,14,2,1,0,0,0,20,12,1,1,18,2,2,9,34,14,3,0,0,43,28,16,23,0,2,62%,38%,0,0,SASSUOLO,2015-16,19,4,15,2,0,0,1,0,4,2,1,2,0,0,0,1
2,1,1,8,4,7,1,8,9,17,SASSUOLO,away,0,0,1,8,2,14,0,1,0,0,12,20,1,1,18,2,2,34,9,3,14,0,0,28,43,23,16,2,0,38%,62%,0,0,FROSINONE,2015-16,4,19,2,15,0,0,0,1,2,4,2,1,0,0,1,0
2,2,4,2,6,6,4,5,14,8,INTER,home,1,0,8,5,5,6,0,0,0,0,10,7,2,1,18,0,1,11,10,17,10,0,0,46,34,32,32,2,7,47%,53%,0,0,EMPOLI,2015-16,17,10,10,7,0,0,10,7,7,3,3,1,2,0,5,3
2,2,2,4,6,6,5,4,8,14,EMPOLI,away,0,1,5,8,6,5,0,0,0,0,7,10,1,2,18,1,0,10,11,10,17,0,0,34,46,32,32,7,2,53%,47%,0,0,INTER,2015-16,10,17,7,10,0,0,7,10,3,7,1,3,0,2,3,5
2,4,3,0,3,7,8,2,10,4,TORINO,home,0,0,7,5,4,6,0,0,0,0,20,11,0,2,18,2,1,10,15,14,7,1,0,34,37,16,13,3,5,57%,43%,0,1,NAPOLI,2015-16,16,8,8,4,0,0,1,0,8,4,3,3,1,1,0,0
4,2,0,3,7,3,2,8,4,10,NAPOLI,away,0,0,5,7,6,4,0,0,0,0,11,20,2,0,18,1,2,15,10,7,14,0,1,37,34,13,16,5,3,43%,57%,1,0,TORINO,2015-16,8,16,4,8,0,0,0,1,4,8,3,3,1,1,0,0
1,1,1,0,5,2,2,3,5,5,UDINESE,home,4,1,6,5,6,15,0,0,0,0,9,14,0,2,19,2,1,25,26,6,3,0,1,34,31,25,24,5,4,45%,55%,0,0,CARPI,2015-16,9,9,3,2,0,0,0,1,6,7,6,4,0,0,0,2
1,1,0,1,2,5,3,2,5,5,CARPI,away,1,4,5,6,15,6,0,0,0,0,14,9,2,0,19,1,2,26,25,3,6,1,0,31,34,24,25,4,5,55%,45%,0,0,UDINESE,2015-16,9,9,2,3,0,0,1,0,7,6,4,6,0,0,2,0
3,4,2,5,6,9,6,4,11,5,LAZIO,home,0,2,6,2,7,11,0,0,0,0,20,12,0,4,19,1,3,20,29,6,9,0,0,33,15,16,27,2,5,63%,37%,0,0,FIORENTINA,2015-16,12,8,5,2,1,0,0,0,7,6,3,6,1,0,1,0
4,3,5,2,9,6,4,6,5,11,FIORENTINA,away,2,0,2,6,11,7,0,0,0,0,12,20,4,0,19,3,1,29,20,9,6,0,0,15,33,27,16,5,2,37%,63%,0,0,LAZIO,2015-16,8,12,2,5,0,1,0,0,6,7,6,3,0,1,0,1
3,3,5,3,5,9,6,9,12,22,MILAN,home,0,0,4,8,1,15,0,0,0,0,15,7,7,1,19,1,1,18,14,7,14,1,1,29,30,19,20,5,3,47%,53%,0,0,ROMA,2015-16,9,16,5,9,0,0,0,3,4,7,3,3,0,0,1,0
3,3,3,5,9,5,9,6,22,12,ROMA,away,0,0,8,4,15,1,0,0,0,0,7,15,1,7,19,1,1,14,18,14,7,1,1,30,29,20,19,3,5,53%,47%,0,0,MILAN,2015-16,16,9,9,5,0,0,3,0,7,4,3,3,0,0,0,1
3,3,7,0,6,3,9,5,14,4,SASSUOLO,home,0,0,9,7,11,6,0,0,0,0,18,16,5,1,19,0,1,15,7,13,8,0,0,40,40,21,19,5,6,56%,44%,0,1,INTER,2015-16,16,9,9,3,0,1,1,0,7,6,4,4,0,3,0,0
